,Team Name,Year,Wins,Losses,OT Losses,Win %,Goals For (GF),Goals Against (GA),+ / -
4138,Atlanta Thrashers,2002,31,39,5,0.378,226,284,-58.0
4139,Boston Bruins,2002,36,31,4,0.439,245,237,8.0
4140,Buffalo Sabres,2002,27,37,8,0.329,190,219,-29.0
4141,Calgary Flames,2002,29,36,4,0.354,186,228,-42.0
4142,Carolina Hurricanes,2002,22,43,6,0.268,171,240,-69.0
4143,Columbus Blue Jackets,2002,29,42,3,0.354,213,263,-50.0
4144,Chicago Blackhawks,2002,30,33,6,0.366,207,226,-19.0
4145,Colorado Avalanche,2002,42,19,8,0.512,251,194,57.0
4146,Dallas Stars,2002,46,17,4,0.561,245,169,76.0
4147,Detroit Red Wings,2002,48,20,4,0.585,269,203,66.0
4148,Edmonton Oilers,2002,36,26,9,0.439,231,230,1.0
4149,Florida Panthers,2002,24,36,9,0.293,176,237,-61.0
4150,Los Angeles Kings,2002,33,37,6,0.402,203,221,-18.0
4151,Minnesota Wild,2002,42,29,1,0.512,198,178,20.0
4152,Montreal Canadiens,2002,30,35,9,0.366,206,234,-28.0
4153,Nashville Predators,2002,27,35,7,0.329,183,206,-23.0
4154,New Jersey Devils,2002,46,20,6,0.561,216,166,50.0
4155,New York Islanders,2002,35,34,2,0.427,224,231,-7.0
4156,New York Rangers,2002,32,36,4,0.39,210,231,-21.0
4157,Ottawa Senators,2002,52,21,1,0.634,263,182,81.0
4158,Philadelphia Flyers,2002,45,20,4,0.549,211,166,45.0
4159,Phoenix Coyotes,2002,31,35,5,0.378,204,230,-26.0
4160,Pittsburgh Penguins,2002,27,44,5,0.329,189,255,-66.0
4161,San Jose Sharks,2002,28,37,8,0.341,214,239,-25.0
4162,St. Louis Blues,2002,41,24,6,0.5,253,222,31.0
4163,Tampa Bay Lightning,2002,36,25,5,0.439,219,210,9.0
4164,Toronto Maple Leafs,2002,44,28,3,0.537,236,208,28.0
4165,Vancouver Canucks,2002,45,23,1,0.549,264,208,56.0
4166,Washington Capitals,2002,39,29,6,0.476,224,220,4.0
4167,Mighty Ducks of Anaheim,2003,29,35,8,0.354,184,213,-29.0
4168,Atlanta Thrashers,2003,33,37,4,0.402,214,243,-29.0
4169,Boston Bruins,2003,41,19,7,0.5,209,188,21.0
4170,Buffalo Sabres,2003,37,34,4,0.451,220,221,-1.0
4171,Calgary Flames,2003,42,30,3,0.512,200,176,24.0
4172,Carolina Hurricanes,2003,28,34,6,0.341,172,209,-37.0
4173,Columbus Blue Jackets,2003,25,45,4,0.305,177,238,-61.0
4174,Chicago Blackhawks,2003,20,43,8,0.244,188,259,-71.0
4175,Colorado Avalanche,2003,40,22,7,0.488,236,198,38.0
4176,Dallas Stars,2003,41,26,2,0.5,194,175,19.0
4177,Detroit Red Wings,2003,48,21,2,0.585,255,189,66.0
4178,Edmonton Oilers,2003,36,29,5,0.439,221,208,13.0
4179,Florida Panthers,2003,28,35,4,0.341,188,221,-33.0
4180,Los Angeles Kings,2003,28,29,9,0.341,205,217,-12.0
4181,Minnesota Wild,2003,30,29,3,0.366,188,183,5.0
4182,Montreal Canadiens,2003,41,30,4,0.5,208,192,16.0
4183,Nashville Predators,2003,38,29,4,0.463,216,217,-1.0
4184,New Jersey Devils,2003,43,25,2,0.524,213,164,49.0
4185,New York Islanders,2003,38,29,4,0.463,237,210,27.0
4186,New York Rangers,2003,27,40,8,0.329,206,250,-44.0
4187,Ottawa Senators,2003,43,23,6,0.524,262,189,73.0
4188,Philadelphia Flyers,2003,40,21,6,0.488,229,186,43.0
4189,Phoenix Coyotes,2003,22,36,6,0.268,188,245,-57.0
4190,Pittsburgh Penguins,2003,23,47,4,0.28,190,303,-113.0
4191,San Jose Sharks,2003,43,21,6,0.524,219,183,36.0
4192,St. Louis Blues,2003,39,30,2,0.476,191,198,-7.0
4193,Tampa Bay Lightning,2003,46,22,6,0.561,245,192,53.0
4194,Toronto Maple Leafs,2003,45,24,3,0.549,242,204,38.0
4195,Vancouver Canucks,2003,43,24,5,0.524,235,194,41.0
4196,Washington Capitals,2003,23,46,3,0.28,186,253,-67.0
4197,Mighty Ducks of Anaheim,2005,43,27,12,0.524,254,229,25.0
4198,Atlanta Thrashers,2005,41,33,8,0.5,281,275,6.0
4199,Boston Bruins,2005,29,37,16,0.354,230,266,-36.0
4200,Buffalo Sabres,2005,52,24,6,0.634,281,239,42.0
4201,Calgary Flames,2005,46,25,11,0.561,218,200,18.0
4202,Carolina Hurricanes,2005,52,22,8,0.634,294,260,34.0
4203,Columbus Blue Jackets,2005,35,43,4,0.427,223,279,-56.0
4204,Chicago Blackhawks,2005,26,43,13,0.317,211,285,-74.0
4205,Colorado Avalanche,2005,43,30,9,0.524,283,257,26.0
4206,Dallas Stars,2005,53,23,6,0.646,265,218,47.0
4207,Detroit Red Wings,2005,58,16,8,0.707,305,209,96.0
4208,Edmonton Oilers,2005,41,28,13,0.5,256,251,5.0
4209,Florida Panthers,2005,37,34,11,0.451,240,257,-17.0
4210,Los Angeles Kings,2005,42,35,5,0.512,249,270,-21.0
4211,Minnesota Wild,2005,38,36,8,0.463,231,215,16.0
4212,Montreal Canadiens,2005,42,31,9,0.512,243,247,-4.0
4213,Nashville Predators,2005,49,25,8,0.598,259,227,32.0
4214,New Jersey Devils,2005,46,27,9,0.561,242,229,13.0
4215,New York Islanders,2005,36,40,6,0.439,230,278,-48.0
4216,New York Rangers,2005,44,26,12,0.537,257,215,42.0
4217,Ottawa Senators,2005,52,21,9,0.634,314,211,103.0
4218,Philadelphia Flyers,2005,45,26,11,0.549,267,259,8.0
4219,Phoenix Coyotes,2005,38,39,5,0.463,246,271,-25.0
4220,Pittsburgh Penguins,2005,22,46,14,0.268,244,316,-72.0
4221,San Jose Sharks,2005,44,27,11,0.537,266,242,24.0
4222,St. Louis Blues,2005,21,46,15,0.256,197,292,-95.0
4223,Tampa Bay Lightning,2005,43,33,6,0.524,252,260,-8.0
4224,Toronto Maple Leafs,2005,41,33,8,0.5,257,270,-13.0
4225,Vancouver Canucks,2005,42,32,8,0.512,256,255,1.0
4226,Washington Capitals,2005,29,41,12,0.354,237,306,-69.0
4227,Anaheim Ducks,2006,48,20,14,0.585,258,208,50.0
4228,Atlanta Thrashers,2006,43,28,11,0.524,246,245,1.0
4229,Boston Bruins,2006,35,41,6,0.427,219,289,-70.0
4230,Buffalo Sabres,2006,53,22,7,0.646,308,242,66.0
4231,Calgary Flames,2006,43,29,10,0.524,258,226,32.0
4232,Carolina Hurricanes,2006,40,34,8,0.488,241,253,-12.0
4233,Columbus Blue Jackets,2006,33,42,7,0.402,201,249,-48.0
4234,Chicago Blackhawks,2006,31,42,9,0.378,201,258,-57.0
4235,Colorado Avalanche,2006,44,31,7,0.537,272,251,21.0
4236,Dallas Stars,2006,50,25,7,0.61,226,197,29.0
4237,Detroit Red Wings,2006,50,19,13,0.61,254,199,55.0
4238,Edmonton Oilers,2006,32,43,7,0.39,195,248,-53.0
4239,Florida Panthers,2006,35,31,16,0.427,247,257,-10.0
4240,Los Angeles Kings,2006,27,41,14,0.329,227,283,-56.0
4241,Minnesota Wild,2006,48,26,8,0.585,235,191,44.0
4242,Montreal Canadiens,2006,42,34,6,0.512,245,256,-11.0
4243,Nashville Predators,2006,51,23,8,0.622,272,212,60.0
4244,New Jersey Devils,2006,49,24,9,0.598,216,201,15.0
4245,New York Islanders,2006,40,30,12,0.488,248,240,8.0
4246,New York Rangers,2006,42,30,10,0.512,242,216,26.0
4247,Ottawa Senators,2006,48,25,9,0.585,288,222,66.0
4248,Philadelphia Flyers,2006,22,48,12,0.268,214,303,-89.0
4249,Phoenix Coyotes,2006,31,46,5,0.378,216,284,-68.0
4250,Pittsburgh Penguins,2006,47,24,11,0.573,277,246,31.0
4251,San Jose Sharks,2006,51,26,5,0.622,258,199,59.0
4252,St. Louis Blues,2006,34,35,13,0.415,214,254,-40.0
4253,Tampa Bay Lightning,2006,44,33,5,0.537,253,261,-8.0
4254,Toronto Maple Leafs,2006,40,31,11,0.488,258,269,-11.0
4255,Vancouver Canucks,2006,49,26,7,0.598,222,201,21.0
4256,Washington Capitals,2006,28,40,14,0.341,235,286,-51.0
4257,Anaheim Ducks,2007,47,27,8,0.573,205,191,14.0
4258,Atlanta Thrashers,2007,34,40,8,0.415,216,272,-56.0
4259,Boston Bruins,2007,41,29,12,0.5,212,222,-10.0
4260,Buffalo Sabres,2007,39,31,12,0.476,255,242,13.0
4261,Calgary Flames,2007,42,30,10,0.512,229,227,2.0
4262,Carolina Hurricanes,2007,43,33,6,0.524,252,249,3.0
4263,Columbus Blue Jackets,2007,34,36,12,0.415,193,218,-25.0
4264,Chicago Blackhawks,2007,40,34,8,0.488,239,235,4.0
4265,Colorado Avalanche,2007,44,31,7,0.537,231,219,12.0
4266,Dallas Stars,2007,45,30,7,0.549,242,207,35.0
4267,Detroit Red Wings,2007,54,21,7,0.659,257,184,73.0
4268,Edmonton Oilers,2007,41,35,6,0.5,235,251,-16.0
4269,Florida Panthers,2007,38,35,9,0.463,216,226,-10.0
4270,Los Angeles Kings,2007,32,43,7,0.39,231,266,-35.0
4271,Minnesota Wild,2007,44,28,10,0.537,223,218,5.0
4272,Montreal Canadiens,2007,47,25,10,0.573,262,222,40.0
4273,Nashville Predators,2007,41,32,9,0.5,230,229,1.0
4274,New Jersey Devils,2007,46,29,7,0.561,206,197,9.0
4275,Boston Bruins,1990,44,24,,0.55,299,264,35.0
4276,Buffalo Sabres,1990,31,30,,0.388,292,278,14.0
4277,Calgary Flames,1990,46,26,,0.575,344,263,81.0
4278,Chicago Blackhawks,1990,49,23,,0.613,284,211,73.0
4279,Detroit Red Wings,1990,34,38,,0.425,273,298,-25.0
4280,Edmonton Oilers,1990,37,37,,0.463,272,272,0.0
4281,Hartford Whalers,1990,31,38,,0.388,238,276,-38.0
4282,Los Angeles Kings,1990,46,24,,0.575,340,254,86.0
4283,Minnesota North Stars,1990,27,39,,0.338,256,266,-10.0
4284,Montreal Canadiens,1990,39,30,,0.487,273,249,24.0
4285,New Jersey Devils,1990,32,33,,0.4,272,264,8.0
4286,New York Islanders,1990,25,45,,0.312,223,290,-67.0
4287,New York Rangers,1990,36,31,,0.45,297,265,32.0
4288,Philadelphia Flyers,1990,33,37,,0.412,252,267,-15.0
4289,Pittsburgh Penguins,1990,41,33,,0.512,342,305,37.0
4290,Quebec Nordiques,1990,16,50,,0.2,236,354,-118.0
4291,St. Louis Blues,1990,47,22,,0.588,310,250,60.0
4292,Toronto Maple Leafs,1990,23,46,,0.287,241,318,-77.0
4293,Vancouver Canucks,1990,28,43,,0.35,243,315,-72.0
4294,Washington Capitals,1990,37,36,,0.463,258,258,0.0
4295,Winnipeg Jets,1990,26,43,,0.325,260,288,-28.0
4296,Boston Bruins,1991,36,32,,0.45,270,275,-5.0
4297,Buffalo Sabres,1991,31,37,,0.388,289,299,-10.0
4298,Calgary Flames,1991,31,37,,0.388,296,305,-9.0
4299,Chicago Blackhawks,1991,36,29,,0.45,257,236,21.0
4300,Detroit Red Wings,1991,43,25,,0.537,320,256,64.0
4301,Edmonton Oilers,1991,36,34,,0.45,295,297,-2.0
4302,Hartford Whalers,1991,26,41,,0.325,247,283,-36.0
4303,Los Angeles Kings,1991,35,31,,0.438,287,296,-9.0
4304,Minnesota North Stars,1991,32,42,,0.4,246,278,-32.0
4305,Montreal Canadiens,1991,41,28,,0.512,267,207,60.0
4306,New Jersey Devils,1991,38,31,,0.475,289,259,30.0
4307,New York Islanders,1991,34,35,,0.425,291,299,-8.0
4308,New York Rangers,1991,50,25,,0.625,321,246,75.0
4309,Philadelphia Flyers,1991,32,37,,0.4,252,273,-21.0
4310,Pittsburgh Penguins,1991,39,32,,0.487,343,308,35.0
4311,Quebec Nordiques,1991,20,48,,0.25,255,318,-63.0
4312,San Jose Sharks,1991,17,58,,0.212,219,359,-140.0
4313,St. Louis Blues,1991,36,33,,0.45,279,266,13.0
4314,Toronto Maple Leafs,1991,30,43,,0.375,234,294,-60.0
4315,Vancouver Canucks,1991,42,26,,0.525,285,250,35.0
4316,Washington Capitals,1991,45,27,,0.562,330,275,55.0
4317,Winnipeg Jets,1991,33,32,,0.412,251,244,7.0
4318,Boston Bruins,1992,51,26,,0.607,332,268,64.0
4319,Buffalo Sabres,1992,38,36,,0.452,335,297,38.0
4320,Calgary Flames,1992,43,30,,0.512,322,282,40.0
4321,Chicago Blackhawks,1992,47,25,,0.56,279,230,49.0
4322,Detroit Red Wings,1992,47,28,,0.56,369,280,89.0
4323,Edmonton Oilers,1992,26,50,,0.31,242,337,-95.0
4324,Hartford Whalers,1992,26,52,,0.31,284,369,-85.0
4325,Los Angeles Kings,1992,39,35,,0.464,338,340,-2.0
4326,Minnesota North Stars,1992,36,38,,0.429,272,293,-21.0
4327,Montreal Canadiens,1992,48,30,,0.571,326,280,46.0
4328,New Jersey Devils,1992,40,37,,0.476,308,299,9.0
4329,New York Islanders,1992,40,37,,0.476,335,297,38.0
4330,New York Rangers,1992,34,39,,0.405,304,308,-4.0
4331,Ottawa Senators,1992,10,70,,0.119,202,395,-193.0
4332,Philadelphia Flyers,1992,36,37,,0.429,319,319,0.0
4333,Pittsburgh Penguins,1992,56,21,,0.667,367,268,99.0
4334,Quebec Nordiques,1992,47,27,,0.56,351,300,51.0
4335,San Jose Sharks,1992,11,71,,0.131,218,414,-196.0
4336,St. Louis Blues,1992,37,36,,0.44,282,278,4.0
4337,Tampa Bay Lightning,1992,23,54,,0.274,245,332,-87.0
4338,Toronto Maple Leafs,1992,44,29,,0.524,288,241,47.0
4339,Vancouver Canucks,1992,46,29,,0.548,346,278,68.0
4340,Washington Capitals,1992,43,34,,0.512,325,286,39.0
4341,Winnipeg Jets,1992,40,37,,0.476,322,320,2.0
4342,Mighty Ducks of Anaheim,1993,33,46,,0.393,229,251,-22.0
4343,Boston Bruins,1993,42,29,,0.5,289,252,37.0
4344,Buffalo Sabres,1993,43,32,,0.512,282,218,64.0
4345,Calgary Flames,1993,42,29,,0.5,302,256,46.0
4346,Chicago Blackhawks,1993,39,36,,0.464,254,240,14.0
4347,Dallas Stars,1993,42,29,,0.5,286,265,21.0
4348,Detroit Red Wings,1993,46,30,,0.548,356,275,81.0
4349,Edmonton Oilers,1993,25,45,,0.298,261,305,-44.0
4350,Florida Panthers,1993,33,34,,0.393,233,233,0.0
4351,Hartford Whalers,1993,27,48,,0.321,227,288,-61.0
4352,Los Angeles Kings,1993,27,45,,0.321,294,322,-28.0
4353,Montreal Canadiens,1993,41,29,,0.488,283,248,35.0
4354,New Jersey Devils,1993,47,25,,0.56,306,220,86.0
4355,New York Islanders,1993,36,36,,0.429,282,264,18.0
4356,New York Rangers,1993,52,24,,0.619,299,231,68.0
4357,Ottawa Senators,1993,14,61,,0.167,201,397,-196.0
4358,Philadelphia Flyers,1993,35,39,,0.417,294,314,-20.0
4359,Pittsburgh Penguins,1993,44,27,,0.524,299,285,14.0
4360,Quebec Nordiques,1993,34,42,,0.405,277,292,-15.0
4361,San Jose Sharks,1993,33,35,,0.393,252,265,-13.0
4362,St. Louis Blues,1993,40,33,,0.476,270,283,-13.0
4363,Tampa Bay Lightning,1993,30,43,,0.357,224,251,-27.0
4364,Toronto Maple Leafs,1993,43,29,,0.512,280,243,37.0
4365,Vancouver Canucks,1993,41,40,,0.488,279,276,3.0
4366,Washington Capitals,1993,39,35,,0.464,277,263,14.0
4367,Winnipeg Jets,1993,24,51,,0.286,245,344,-99.0
4368,Mighty Ducks of Anaheim,1994,16,27,,0.333,125,164,-39.0
4369,Boston Bruins,1994,27,18,,0.562,150,127,23.0
4370,Buffalo Sabres,1994,22,19,,0.458,130,119,11.0
4371,Calgary Flames,1994,24,17,,0.5,163,135,28.0
4372,Chicago Blackhawks,1994,24,19,,0.5,156,115,41.0
4373,Dallas Stars,1994,17,23,,0.354,136,135,1.0
4374,Detroit Red Wings,1994,33,11,,0.688,180,117,63.0
4375,Edmonton Oilers,1994,17,27,,0.354,136,183,-47.0
4376,Florida Panthers,1994,20,22,,0.417,115,127,-12.0
4377,Hartford Whalers,1994,19,24,,0.396,127,141,-14.0
4378,Los Angeles Kings,1994,16,23,,0.333,142,174,-32.0
4379,Montreal Canadiens,1994,18,23,,0.375,125,148,-23.0
4380,New Jersey Devils,1994,22,18,,0.458,136,121,15.0
4381,New York Islanders,1994,15,28,,0.312,126,158,-32.0
4382,New York Rangers,1994,22,23,,0.458,139,134,5.0
4383,Ottawa Senators,1994,9,34,,0.188,117,174,-57.0
4384,Philadelphia Flyers,1994,28,16,,0.583,150,132,18.0
4385,Pittsburgh Penguins,1994,29,16,,0.604,181,158,23.0
4386,Quebec Nordiques,1994,30,13,,0.625,185,134,51.0
4387,San Jose Sharks,1994,19,25,,0.396,129,161,-32.0
4388,St. Louis Blues,1994,28,15,,0.583,178,135,43.0
4389,Tampa Bay Lightning,1994,17,28,,0.354,120,144,-24.0
4390,Toronto Maple Leafs,1994,21,19,,0.438,135,146,-11.0
4391,Vancouver Canucks,1994,18,18,,0.375,153,148,5.0
4392,Washington Capitals,1994,22,18,,0.458,136,120,16.0
4393,Winnipeg Jets,1994,16,25,,0.333,157,177,-20.0
4394,Mighty Ducks of Anaheim,1995,35,39,,0.427,234,247,-13.0
4395,Boston Bruins,1995,40,31,,0.488,282,269,13.0
4396,Buffalo Sabres,1995,33,42,,0.402,247,262,-15.0
4397,Calgary Flames,1995,34,37,,0.415,241,240,1.0
4398,Chicago Blackhawks,1995,40,28,,0.488,273,220,53.0
4399,Colorado Avalanche,1995,47,25,,0.573,326,240,86.0
4400,Dallas Stars,1995,26,42,,0.317,227,280,-53.0
4401,Detroit Red Wings,1995,62,13,,0.756,325,181,144.0
4402,Edmonton Oilers,1995,30,44,,0.366,240,304,-64.0
4403,Florida Panthers,1995,41,31,,0.5,254,234,20.0
4404,Hartford Whalers,1995,34,39,,0.415,237,259,-22.0
4405,Los Angeles Kings,1995,24,40,,0.293,256,302,-46.0
4406,Montreal Canadiens,1995,40,32,,0.488,265,248,17.0
4407,New Jersey Devils,1995,37,33,,0.451,215,202,13.0
4408,New York Islanders,1995,22,50,,0.268,229,315,-86.0
4409,New York Rangers,1995,41,27,,0.5,272,237,35.0
4410,Ottawa Senators,1995,18,59,,0.22,191,291,-100.0
4411,Philadelphia Flyers,1995,45,24,,0.549,282,208,74.0
4412,Pittsburgh Penguins,1995,49,29,,0.598,362,284,78.0
4413,San Jose Sharks,1995,20,55,,0.244,252,357,-105.0
4414,St. Louis Blues,1995,32,34,,0.39,219,248,-29.0
4415,Tampa Bay Lightning,1995,38,32,,0.463,238,248,-10.0
4416,Toronto Maple Leafs,1995,34,36,,0.415,247,252,-5.0
4417,Vancouver Canucks,1995,32,35,,0.39,278,278,0.0
4418,Washington Capitals,1995,39,32,,0.476,234,204,30.0
4419,Winnipeg Jets,1995,36,40,,0.439,275,291,-16.0
4420,Mighty Ducks of Anaheim,1996,36,33,,0.439,245,233,12.0
4421,Boston Bruins,1996,26,47,,0.317,234,300,-66.0
4422,Buffalo Sabres,1996,40,30,,0.488,237,208,29.0
4423,Calgary Flames,1996,32,41,,0.39,214,239,-25.0
4424,Chicago Blackhawks,1996,34,35,,0.415,223,210,13.0
4425,Colorado Avalanche,1996,49,24,,0.598,277,205,72.0
4426,Dallas Stars,1996,48,26,,0.585,252,198,54.0
4427,Detroit Red Wings,1996,38,26,,0.463,253,197,56.0
4428,Edmonton Oilers,1996,36,37,,0.439,252,247,5.0
4429,Florida Panthers,1996,35,28,,0.427,221,201,20.0
4430,Hartford Whalers,1996,32,39,,0.39,226,256,-30.0
4431,Los Angeles Kings,1996,28,43,,0.341,214,268,-54.0
4432,Montreal Canadiens,1996,31,36,,0.378,249,276,-27.0
4433,New Jersey Devils,1996,45,23,,0.549,231,182,49.0
4434,New York Islanders,1996,29,41,,0.354,240,250,-10.0
4435,New York Rangers,1996,38,34,,0.463,258,231,27.0
4436,Ottawa Senators,1996,31,36,,0.378,226,234,-8.0
4437,Philadelphia Flyers,1996,45,24,,0.549,274,217,57.0
4438,Phoenix Coyotes,1996,38,37,,0.463,240,243,-3.0
4439,Pittsburgh Penguins,1996,38,36,,0.463,285,280,5.0
4440,San Jose Sharks,1996,27,47,,0.329,211,278,-67.0
4441,St. Louis Blues,1996,36,35,,0.439,236,239,-3.0
4442,Tampa Bay Lightning,1996,32,40,,0.39,217,247,-30.0
4443,Toronto Maple Leafs,1996,30,44,,0.366,230,273,-43.0
4444,Vancouver Canucks,1996,35,40,,0.427,257,273,-16.0
4445,Washington Capitals,1996,33,40,,0.402,214,231,-17.0
4446,Mighty Ducks of Anaheim,1997,26,43,,0.317,205,261,-56.0
4447,Boston Bruins,1997,39,30,,0.476,221,194,27.0
4448,Buffalo Sabres,1997,36,29,,0.439,211,187,24.0
4449,Calgary Flames,1997,26,41,,0.317,217,252,-35.0
4450,Carolina Hurricanes,1997,33,41,,0.402,200,219,-19.0
4451,Chicago Blackhawks,1997,30,39,,0.366,192,199,-7.0
4452,Colorado Avalanche,1997,39,26,,0.476,231,205,26.0
4453,Dallas Stars,1997,49,22,,0.598,242,167,75.0
4454,Detroit Red Wings,1997,44,23,,0.537,250,196,54.0
4455,Edmonton Oilers,1997,35,37,,0.427,215,224,-9.0
4456,Florida Panthers,1997,24,43,,0.293,203,256,-53.0
4457,Los Angeles Kings,1997,38,33,,0.463,227,225,2.0
4458,Montreal Canadiens,1997,37,32,,0.451,235,208,27.0
4459,New Jersey Devils,1997,48,23,,0.585,225,166,59.0
4460,New York Islanders,1997,30,41,,0.366,212,225,-13.0
4461,New York Rangers,1997,25,39,,0.305,197,231,-34.0
4462,Ottawa Senators,1997,34,33,,0.415,193,200,-7.0
4463,Philadelphia Flyers,1997,42,29,,0.512,242,193,49.0
4464,Phoenix Coyotes,1997,35,35,,0.427,224,227,-3.0
4465,Pittsburgh Penguins,1997,40,24,,0.488,228,188,40.0
4466,San Jose Sharks,1997,34,38,,0.415,210,216,-6.0
4467,St. Louis Blues,1997,45,29,,0.549,256,204,52.0
4468,Tampa Bay Lightning,1997,17,55,,0.207,151,269,-118.0
4469,Toronto Maple Leafs,1997,30,43,,0.366,194,237,-43.0
4470,Vancouver Canucks,1997,25,43,,0.305,224,273,-49.0
4471,Washington Capitals,1997,40,30,,0.488,219,202,17.0
4472,Mighty Ducks of Anaheim,1998,35,34,,0.427,215,206,9.0
4473,Boston Bruins,1998,39,30,,0.476,214,181,33.0
4474,Buffalo Sabres,1998,37,28,,0.451,207,175,32.0
4475,Calgary Flames,1998,30,40,,0.366,211,234,-23.0
4476,Carolina Hurricanes,1998,34,30,,0.415,210,202,8.0
4477,Chicago Blackhawks,1998,29,41,,0.354,202,248,-46.0
4478,Colorado Avalanche,1998,44,28,,0.537,239,205,34.0
4479,Dallas Stars,1998,51,19,,0.622,236,168,68.0
4480,Detroit Red Wings,1998,43,32,,0.524,245,202,43.0
4481,Edmonton Oilers,1998,33,37,,0.402,230,226,4.0
4482,Florida Panthers,1998,30,34,,0.366,210,228,-18.0
4483,Los Angeles Kings,1998,32,45,,0.39,189,222,-33.0
4484,Montreal Canadiens,1998,32,39,,0.39,184,209,-25.0
4485,Nashville Predators,1998,28,47,,0.341,190,261,-71.0
4486,New Jersey Devils,1998,47,24,,0.573,248,196,52.0
4487,New York Islanders,1998,24,48,,0.293,194,244,-50.0
4488,New York Rangers,1998,33,38,,0.402,217,227,-10.0
4489,Ottawa Senators,1998,44,23,,0.537,239,179,60.0
4490,Philadelphia Flyers,1998,37,26,,0.451,231,196,35.0
4491,Phoenix Coyotes,1998,39,31,,0.476,205,197,8.0
4492,Pittsburgh Penguins,1998,38,30,,0.463,242,225,17.0
4493,San Jose Sharks,1998,31,33,,0.378,196,191,5.0
4494,St. Louis Blues,1998,37,32,,0.451,237,209,28.0
4495,Tampa Bay Lightning,1998,19,54,,0.232,179,292,-113.0
4496,Toronto Maple Leafs,1998,45,30,,0.549,268,231,37.0
4497,Vancouver Canucks,1998,23,47,,0.28,192,258,-66.0
4498,Washington Capitals,1998,31,45,,0.378,200,218,-18.0
4499,Mighty Ducks of Anaheim,1999,34,33,3,0.415,217,227,-10.0
4500,Atlanta Thrashers,1999,14,57,4,0.171,170,313,-143.0
4501,Boston Bruins,1999,24,33,6,0.293,210,248,-38.0
4502,Buffalo Sabres,1999,35,32,4,0.427,213,204,9.0
4503,Calgary Flames,1999,31,36,5,0.378,211,256,-45.0
4504,Carolina Hurricanes,1999,37,35,0,0.451,217,216,1.0
4505,Chicago Blackhawks,1999,33,37,2,0.402,242,245,-3.0
4506,Colorado Avalanche,1999,42,28,1,0.512,233,201,32.0
4507,Dallas Stars,1999,43,23,6,0.524,211,184,27.0
4508,Detroit Red Wings,1999,48,22,2,0.585,278,210,68.0
4509,Edmonton Oilers,1999,32,26,8,0.39,226,212,14.0
4510,Florida Panthers,1999,43,27,6,0.524,244,209,35.0
4511,Los Angeles Kings,1999,39,27,4,0.476,245,228,17.0
4512,Montreal Canadiens,1999,35,34,4,0.427,196,194,2.0
4513,Nashville Predators,1999,28,40,7,0.341,199,240,-41.0
4514,New Jersey Devils,1999,45,24,5,0.549,251,203,48.0
4515,New York Islanders,1999,24,48,1,0.293,194,275,-81.0
4516,New York Rangers,1999,29,38,3,0.354,218,246,-28.0
4517,Ottawa Senators,1999,41,28,2,0.5,244,210,34.0
4518,Philadelphia Flyers,1999,45,22,3,0.549,237,179,58.0
4519,Phoenix Coyotes,1999,39,31,4,0.476,232,228,4.0
4520,Pittsburgh Penguins,1999,37,31,6,0.451,241,236,5.0
4521,San Jose Sharks,1999,35,30,7,0.427,225,214,11.0
4522,St. Louis Blues,1999,51,19,1,0.622,248,165,83.0
4523,Tampa Bay Lightning,1999,19,47,7,0.232,204,310,-106.0
4524,Toronto Maple Leafs,1999,45,27,3,0.549,246,222,24.0
4525,Vancouver Canucks,1999,30,29,8,0.366,227,237,-10.0
4526,Washington Capitals,1999,44,24,2,0.537,227,194,33.0
4527,Mighty Ducks of Anaheim,2000,25,41,5,0.305,188,245,-57.0
4528,Atlanta Thrashers,2000,23,45,2,0.28,211,289,-78.0
4529,Boston Bruins,2000,36,30,8,0.439,227,249,-22.0
4530,Buffalo Sabres,2000,46,30,1,0.561,218,184,34.0
4531,Calgary Flames,2000,27,36,4,0.329,197,236,-39.0
4532,Carolina Hurricanes,2000,38,32,3,0.463,212,225,-13.0
4533,Columbus Blue Jackets,2000,28,39,6,0.341,190,233,-43.0
4534,Chicago Blackhawks,2000,29,40,5,0.354,210,246,-36.0
4535,Colorado Avalanche,2000,52,16,4,0.634,270,192,78.0
4536,Dallas Stars,2000,48,24,2,0.585,241,187,54.0
4537,Detroit Red Wings,2000,49,20,4,0.598,253,202,51.0
4538,Edmonton Oilers,2000,39,28,3,0.476,243,222,21.0
4539,Florida Panthers,2000,22,38,9,0.268,200,246,-46.0
4540,Los Angeles Kings,2000,38,28,3,0.463,252,228,24.0
4541,Minnesota Wild,2000,25,39,5,0.305,168,210,-42.0
4542,Montreal Canadiens,2000,28,40,6,0.341,206,232,-26.0
4543,Nashville Predators,2000,34,36,3,0.415,186,200,-14.0
4544,New Jersey Devils,2000,48,19,3,0.585,295,195,100.0
4545,New York Islanders,2000,21,51,3,0.256,185,268,-83.0
4546,New York Rangers,2000,33,43,1,0.402,250,290,-40.0
4547,Ottawa Senators,2000,48,21,4,0.585,274,205,69.0
4548,Philadelphia Flyers,2000,43,25,3,0.524,240,207,33.0
4549,Phoenix Coyotes,2000,35,27,3,0.427,214,212,2.0
4550,Pittsburgh Penguins,2000,42,28,3,0.512,281,256,25.0
4551,San Jose Sharks,2000,40,27,3,0.488,217,192,25.0
